chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_15_2026_q1,15,Buyer15 User15,Buyer15,User15,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6125.00,6125.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer15 User15
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer15 User15 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_16_2018_q2,16,Buyer16 User16,Buyer16,User16,2018-04-01,2018-06-30,2018,2,2018 Q2,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer16 User16
Period: 2018 Q2
Period Start: 2018-04-01
Period End: 2018-06-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer16 User16 recorded low workload in 2018 Q2.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_16_2018_q3,16,Buyer16 User16,Buyer16,User16,2018-07-01,2018-09-30,2018,3,2018 Q3,0,0,0,0,0,0,1,0,0.00,0.00,7080.00,830.00,,,7080.00,13.28,low workload,no conversion activity,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer16 User16
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 7080.00

Interpretation
Buyer16 User16 recorded low workload in 2018 Q3.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 7080.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_16_2026_q1,16,Buyer16 User16,Buyer16,User16,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6250.00,6250.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer16 User16
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer16 User16 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_17_2018_q2,17,Buyer17 User17,Buyer17,User17,2018-04-01,2018-06-30,2018,2,2018 Q2,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer17 User17
Period: 2018 Q2
Period Start: 2018-04-01
Period End: 2018-06-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer17 User17 recorded low workload in 2018 Q2.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_17_2018_q3,17,Buyer17 User17,Buyer17,User17,2018-07-01,2018-09-30,2018,3,2018 Q3,0,0,0,0,0,1,1,1,0.00,0.00,7285.00,910.00,,,7285.00,14.27,low workload,no conversion activity,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer17 User17
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 7285.00

Interpretation
Buyer17 User17 recorded low workload in 2018 Q3.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 7285.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_17_2026_q1,17,Buyer17 User17,Buyer17,User17,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6375.00,6375.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer17 User17
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer17 User17 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_18_2018_q2,18,Buyer18 User18,Buyer18,User18,2018-04-01,2018-06-30,2018,2,2018 Q2,1,0,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer18 User18
Period: 2018 Q2
Period Start: 2018-04-01
Period End: 2018-06-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 0
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer18 User18 recorded low workload in 2018 Q2.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_18_2018_q3,18,Buyer18 User18,Buyer18,User18,2018-07-01,2018-09-30,2018,3,2018 Q3,0,1,0,0,0,0,0,0,0.00,0.00,,0.00,,,0.00,,low workload,no conversion activity,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer18 User18
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 0
Total Upsheets: 1
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer18 User18 recorded low workload in 2018 Q3.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_18_2026_q1,18,Buyer18 User18,Buyer18,User18,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6350.00,6350.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer18 User18
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer18 User18 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_19_2018_q3,19,Buyer19 User19,Buyer19,User19,2018-07-01,2018-09-30,2018,3,2018 Q3,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer19 User19
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer19 User19 recorded low workload in 2018 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_19_2026_q1,19,Buyer19 User19,Buyer19,User19,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6475.00,6475.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer19 User19
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer19 User19 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_20_2018_q3,20,Buyer20 User20,Buyer20,User20,2018-07-01,2018-09-30,2018,3,2018 Q3,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer20 User20
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer20 User20 recorded low workload in 2018 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_20_2026_q1,20,Buyer20 User20,Buyer20,User20,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,2,1,0,0,0,12540.00,5940.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer20 User20
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer20 User20 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_21_2018_q3,21,Buyer21 User21,Buyer21,User21,2018-07-01,2018-09-30,2018,3,2018 Q3,1,1,1,0,0,1,1,1,0.00,0.00,7505.00,930.00,100.00,,7505.00,14.14,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer21 User21
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 7505.00

Interpretation
Buyer21 User21 recorded low workload in 2018 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 7505.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_21_2026_q1,21,Buyer21 User21,Buyer21,User21,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6575.00,6575.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer21 User21
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer21 User21 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_22_2018_q3,22,Buyer22 User22,Buyer22,User22,2018-07-01,2018-09-30,2018,3,2018 Q3,1,1,1,0,0,1,1,1,0.00,0.00,7710.00,1010.00,100.00,,7710.00,15.07,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer22 User22
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 7710.00

Interpretation
Buyer22 User22 recorded low workload in 2018 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 7710.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_22_2026_q1,22,Buyer22 User22,Buyer22,User22,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,6700.00,6700.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer22 User22
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer22 User22 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_23_2018_q3,23,Buyer23 User23,Buyer23,User23,2018-07-01,2018-09-30,2018,3,2018 Q3,1,1,1,0,0,1,1,1,0.00,0.00,7915.00,1090.00,100.00,,7915.00,15.97,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer23 User23
Period: 2018 Q3
Period Start: 2018-07-01
Period End: 2018-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 7915.00

Interpretation
Buyer23 User23 recorded low workload in 2018 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 7915.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
